Country,Branch,Product,Number of Customers,Revenue,Marketing Spend,Operational Cost,Regulatory Compliance Cost,Net Interest Margin %,Non Interest Income,Loan Quality Score,Credit Risk Score,GDP Billion USD,Inflation %,Interest Rate %,Total Cost,Profit,Profit Margin
Qatar,Branch_8,Credit Card,"5,492.00","6,557,413.66","492,444.67","1,936,785.10","249,126.24",1.83,"70,866.02",725.05,2.06,866.03,1.75,1.86,"2,678,356.01","3,949,923.67",60%
Bahrain,Branch_10,Auto Loan,"7,793.00","7,298,598.85","381,797.21","479,516.59","10,950.19",4.01,"339,507.43",707.60,8.62,"1,136.33",2.42,3.66,"872,263.99","6,765,842.29",93%
Qatar,Branch_1,Personal Loan,"9,474.00","107,096.90","696,412.65","1,835,855.56","477,906.80",1.94,"37,507.34",687.35,1.27,558.70,4.96,4.01,"3,010,175.01","-2,865,570.77",-2676%
Qatar,Branch_6,Personal Loan,"3,323.00","9,374,848.96","818,506.57","235,849.19","251,401.06",4.73,"358,945.24",679.45,9.28,"1,139.28",4.10,4.56,"1,305,756.82","8,428,037.38",90%
UAE,Branch_9,Wealth Management,"7,238.00","1,728,801.19","546,528.47","491,412.62","418,952.86",5.65,"162,578.67",583.47,3.45,680.64,5.94,1.69,"1,456,893.95","434,485.91",25%
Oman,Branch_8,Auto Loan,"2,767.00","2,412,446.30","37,035.44","485,049.93","276,486.78",2.23,"233,457.98",809.56,6.39,556.27,3.62,3.92,"798,572.15","1,847,332.13",77%
Qatar,Branch_2,Wealth Management,"8,080.00","2,708,387.11","620,827.74","1,992,382.75","55,342.63",3.62,"83,963.83",789.85,6.08,710.33,3.61,1.55,"2,668,553.12","123,797.82",5%
UAE,Branch_8,Home Loan,230.00,"474,419.35","60,113.78","29,109.08","309,706.94",4.82,"314,296.66",481.17,4.57,"1,436.04",1.96,0.63,"398,929.80","389,786.21",82%
Oman,Branch_6,Credit Card,"3,083.00","1,318,216.02","618,274.54","1,286,483.65","498,713.14",2.79,"169,446.25",742.58,1.28,"1,376.88",3.93,2.67,"2,403,471.33","-915,809.06",-69%
UAE,Branch_5,Credit Card,"4,378.00","9,864,864.24","686,604.80","1,741,979.43","22,195.20",5.64,"192,304.13",790.11,2.73,"1,388.14",4.04,3.95,"2,450,779.43","7,606,388.94",77%
UAE,Branch_2,Personal Loan,"7,226.00","3,220,645.70","201,778.79","1,351,101.83","421,688.13",5.50,"326,444.27",640.04,6.53,"1,392.59",2.03,1.46,"1,974,568.75","1,572,521.22",49%
Kuwait,Branch_2,Home Loan,"8,330.00","1,241,480.79","820,249.42","738,212.96","121,562.99",1.97,"90,251.97",605.57,5.02,431.76,1.44,0.72,"1,680,025.37","-348,292.61",-28%
UAE,Branch_6,SME Loan,"7,794.00","1,159,213.49","911,529.71","1,917,452.54","199,963.78",1.62,"426,152.44",669.54,4.72,"1,364.88",2.84,2.18,"3,028,946.03","-1,443,580.10",-125%
Bahrain,Branch_2,SME Loan,"6,740.00","7,222,653.68","814,021.53","1,789,171.09","189,491.21",5.89,"369,903.92",389.68,1.88,475.96,1.86,1.41,"2,792,683.83","4,799,873.77",66%
Saudi Arabia,Branch_1,Credit Card,"5,568.00","8,560,229.77","308,583.64","879,230.74","449,904.61",5.80,"289,287.27",348.04,4.12,"1,289.58",3.52,2.22,"1,637,718.99","7,211,798.05",84%
Qatar,Branch_5,Personal Loan,"1,020.00","2,643,827.77","588,709.80","1,155,190.42","254,720.66",3.40,"65,038.20",751.08,5.74,904.47,3.63,4.64,"1,998,620.88","710,245.09",27%
Bahrain,Branch_7,Credit Card,"7,664.00","307,004.17","915,241.07","1,935,687.99","226,351.27",1.73,"343,867.74",615.33,1.70,511.95,4.04,3.85,"3,077,280.33","-2,426,408.42",-790%
UAE,Branch_5,Credit Card,"8,784.00","2,308,591.18","324,061.40","1,965,469.52","409,922.43",4.28,"10,031.59",367.38,1.60,718.08,4.01,2.18,"2,699,453.35","-380,830.58",-16%
Bahrain,Branch_3,Home Loan,"9,423.00","659,505.34","820,927.68","910,650.09","29,209.03",2.82,"402,393.50",528.97,5.42,763.39,4.37,1.96,"1,760,786.80","-698,887.96",-106%
Bahrain,Branch_2,Auto Loan,"8,602.00","1,123,609.87","14,427.76","1,697,753.06","47,795.88",5.72,"152,595.05",464.03,6.05,"1,153.12",2.15,4.65,"1,759,976.70","-483,771.78",-43%
Bahrain,Branch_3,Credit Card,"9,030.00","4,371,930.39","8,628.47","617,920.85","15,735.98",5.08,"59,488.56",781.51,3.32,987.83,4.65,4.50,"642,285.30","3,789,133.65",87%
Kuwait,Branch_6,Home Loan,"3,341.00","2,376,191.87","760,913.10","756,189.49","345,551.54",4.42,"83,079.99",578.97,3.93,"1,261.82",3.62,3.22,"1,862,654.13","596,617.73",25%
Oman,Branch_8,Personal Loan,645.00,"5,207,864.20","762,640.34","346,347.33","265,179.99",2.78,"481,604.06",617.63,8.17,715.85,3.19,2.11,"1,374,167.66","4,315,300.60",83%
Saudi Arabia,Branch_6,SME Loan,"4,446.00","2,609,588.16","790,032.30","434,185.49","438,630.95",4.66,"387,141.38",429.41,8.82,"1,166.67",4.24,4.07,"1,662,848.74","1,333,880.80",51%
Kuwait,Branch_9,Credit Card,"3,910.00","9,411,319.28","930,376.70","1,320,609.14","251,773.79",2.80,"119,698.11",739.48,3.93,"1,230.65",3.51,3.49,"2,502,759.63","7,028,257.76",75%
UAE,Branch_9,Auto Loan,"7,306.00","9,068,845.28","122,316.78","1,031,347.60","114,800.69",1.67,"481,769.66",811.56,4.20,282.09,3.63,3.04,"1,268,465.07","8,282,149.87",91%
Oman,Branch_3,Wealth Management,"9,105.00","5,711,380.44","235,825.06","477,641.08","403,547.95",3.79,"70,918.72",735.87,8.47,688.33,1.12,3.82,"1,117,014.09","4,665,285.07",82%
Bahrain,Branch_7,Credit Card,"2,132.00","3,608,797.52","904,206.30","817,761.04","150,690.31",3.70,"367,030.08",571.07,9.76,"1,351.79",5.01,1.11,"1,872,657.65","2,103,169.95",58%
Saudi Arabia,Branch_8,Credit Card,"8,536.00","3,873,354.13","181,350.02","758,903.25","468,166.44",4.93,"328,713.07",759.30,3.89,"1,116.47",3.12,4.69,"1,408,419.71","2,793,647.49",72%
Bahrain,Branch_3,Home Loan,371.00,"4,177,337.60","683,818.12","1,974,973.20","128,959.82",5.40,"410,916.91",403.38,8.10,743.98,3.59,4.88,"2,787,751.14","1,800,503.37",43%
UAE,Branch_5,Wealth Management,"3,611.00","7,303,035.29","532,810.69","1,710,060.36","88,021.72",3.10,"191,467.66",362.38,5.32,437.87,2.95,2.10,"2,330,892.77","5,163,610.18",71%
Qatar,Branch_3,Personal Loan,"1,871.00","4,571,226.06","87,777.71","788,173.34","249,195.38",3.52,"201,515.89",541.02,3.37,325.59,3.76,4.76,"1,125,146.43","3,647,595.52",80%
Qatar,Branch_7,Personal Loan,"9,554.00","8,581,626.47","288,837.34","1,829,554.83","30,004.98",3.62,"312,658.94",399.84,7.14,498.16,1.27,4.08,"2,148,397.15","6,745,888.26",79%
Saudi Arabia,Branch_5,Auto Loan,"4,461.00","9,446,538.38","522,770.36","698,418.08","23,023.81",2.96,"199,704.67",442.54,5.16,518.10,2.92,4.73,"1,244,212.25","8,402,030.80",89%
Bahrain,Branch_1,Auto Loan,"7,169.00","3,425,866.92","853,088.37","1,342,445.00","250,527.20",4.85,"21,634.10",621.81,3.41,681.86,4.34,4.63,"2,446,060.57","1,001,440.45",29%
Bahrain,Branch_1,Auto Loan,"1,020.00","5,650,875.37","709,000.80","1,933,966.99","111,477.91",3.85,"365,124.31",522.15,1.97,430.00,5.69,1.40,"2,754,445.70","3,261,553.98",58%
Bahrain,Branch_9,Wealth Management,"8,290.00","1,041,059.71","623,773.75","792,752.15","9,629.56",5.61,"320,832.09",776.23,8.80,389.86,5.25,1.67,"1,426,155.46","-64,263.66",-6%
Qatar,Branch_5,Auto Loan,"3,530.00","2,084,643.57","498,552.73","1,366,172.23","151,548.17",4.43,"212,432.69",424.09,8.91,"1,297.21",5.81,1.67,"2,016,273.13","280,803.13",13%
Oman,Branch_10,SME Loan,"4,535.00","4,193,311.09","302,190.56","605,929.15","241,296.84",2.45,"152,111.95",848.23,1.67,524.40,4.91,0.92,"1,149,416.55","3,196,006.49",76%
Kuwait,Branch_2,Auto Loan,"3,860.00","2,141,406.89","123,648.69","547,298.38","200,172.91",2.24,"161,042.19",497.67,6.97,930.09,4.16,2.29,"871,119.98","1,431,329.10",67%
Qatar,Branch_4,Home Loan,"2,150.00","8,777,948.86","412,030.65","1,156,830.20","72,057.39",3.18,"370,773.28",583.47,2.46,459.09,3.12,2.13,"1,640,918.24","7,507,803.90",86%
Bahrain,Branch_5,Personal Loan,"1,265.00","1,667,033.93","33,375.90","1,958,943.90","291,939.04",3.06,"364,851.28",372.78,6.82,839.28,1.62,2.05,"2,284,258.84","-252,373.63",-15%
Qatar,Branch_9,Personal Loan,"8,667.00","4,611,042.13","215,000.61","917,205.02","356,614.83",3.33,"409,640.29",618.61,9.17,559.73,2.25,2.07,"1,488,820.46","3,531,861.96",77%
Kuwait,Branch_2,Home Loan,"2,133.00","6,096,422.48","435,320.96","1,876,521.20","339,391.89",2.33,"381,328.03",828.71,3.34,312.84,2.36,0.78,"2,651,234.05","3,826,516.46",63%
Qatar,Branch_4,Personal Loan,"6,567.00","6,949,452.69","421,512.16","1,830,439.77","199,912.15",5.90,"379,214.16",712.17,4.13,"1,476.83",3.14,1.34,"2,451,864.08","4,876,802.77",70%
Kuwait,Branch_8,Personal Loan,245.00,"3,892,386.76","49,073.95","522,449.97","73,110.09",2.16,"126,634.84",434.23,8.16,795.15,4.05,1.83,"644,634.01","3,374,387.59",87%
Qatar,Branch_3,SME Loan,"4,488.00","8,704,080.78","591,114.85","815,602.43","252,245.95",4.44,"51,704.66",543.44,7.62,710.96,4.09,4.50,"1,658,963.23","7,096,822.21",82%
UAE,Branch_2,Wealth Management,"7,932.00","5,726,359.60","551,935.83","1,293,738.91","445,763.72",1.56,"381,114.38",533.99,4.68,458.86,3.28,4.67,"2,291,438.46","3,816,035.52",67%
Qatar,Branch_3,SME Loan,"8,723.00","4,451,127.03","82,713.78","1,045,730.85","237,017.81",3.33,"50,210.39",353.87,8.64,843.98,2.37,1.78,"1,365,462.44","3,135,874.98",70%
UAE,Branch_7,Wealth Management,"8,996.00","765,682.28","943,447.24","209,997.89","101,862.12",2.89,"491,073.59",787.22,9.29,"1,025.78",1.28,3.62,"1,255,307.25","1,448.62",0%
Oman,Branch_9,Wealth Management,"8,273.00","4,700,425.74","103,885.87","1,987,522.10","51,061.39",3.22,"437,669.54",509.80,5.07,596.05,5.94,4.33,"2,142,469.36","2,995,625.92",64%
Kuwait,Branch_5,Auto Loan,"2,732.00","8,225,284.82","855,559.98","1,510,254.92","472,243.69",3.74,"267,197.34",571.84,1.36,824.54,5.70,2.78,"2,838,058.59","5,654,423.57",69%
UAE,Branch_10,Auto Loan,"4,594.00","6,183,956.08","5,308.18","886,634.20","372,789.66",4.20,"176,739.60",460.19,5.58,508.21,1.91,3.90,"1,264,732.04","5,095,963.64",82%
Kuwait,Branch_2,Credit Card,"8,156.00","8,338,408.29","882,869.69","1,243,973.73","159,918.65",4.13,"263,894.67",383.82,7.66,886.03,4.03,4.89,"2,286,762.07","6,315,540.89",76%
Saudi Arabia,Branch_7,SME Loan,"7,611.00","4,990,715.54","24,621.13","193,394.18","151,199.44",4.34,"367,416.61",796.16,2.98,"1,223.38",2.48,1.23,"369,214.75","4,988,917.40",100%
Saudi Arabia,Branch_3,Home Loan,"9,255.00","1,272,770.88","759,022.97","1,000,697.27","448,133.15",5.30,"378,408.66",320.57,1.89,278.28,1.97,0.82,"2,207,853.39","-556,673.85",-44%
Kuwait,Branch_7,Home Loan,"1,928.00","235,034.47","364,882.36","1,863,048.18","92,896.28",5.49,"37,759.33",519.93,3.57,873.19,4.42,3.38,"2,320,826.82","-2,048,033.02",-871%
Qatar,Branch_6,Credit Card,"9,230.00","3,101,873.51","739,525.72","1,795,269.90","269,843.46",4.82,"402,622.19",701.88,1.10,719.17,4.93,2.79,"2,804,639.08","699,856.62",23%
UAE,Branch_1,SME Loan,"4,905.00","7,010,105.67","404,736.48","688,014.07","358,184.62",1.86,"321,107.04",469.87,7.44,296.25,3.03,1.83,"1,450,935.17","5,880,277.54",84%
Bahrain,Branch_10,SME Loan,906.00,"7,923,573.05","75,553.38","1,072,108.37","201,213.22",5.83,"21,249.23",545.32,2.31,"1,422.66",1.30,4.62,"1,348,874.97","6,595,947.31",83%
Qatar,Branch_5,Home Loan,"9,755.00","3,027,953.06","768,669.16","1,400,819.38","24,751.66",5.76,"157,267.44",610.46,7.51,537.80,3.01,4.31,"2,194,240.20","990,980.30",33%
UAE,Branch_1,SME Loan,"7,586.00","5,006,973.82","75,896.42","693,218.35","117,740.61",4.70,"255,810.04",847.29,3.11,933.99,3.66,1.69,"886,855.38","4,375,928.48",87%
Kuwait,Branch_7,Auto Loan,"8,302.00","4,269,077.15","922,509.83","148,460.85","451,395.03",3.83,"95,037.29",717.07,9.93,684.41,5.47,3.98,"1,522,365.71","2,841,748.73",67%
Kuwait,Branch_6,SME Loan,"1,968.00","4,164,175.57","55,719.17","1,020,774.48","263,943.89",2.63,"78,465.02",831.91,5.79,552.47,4.28,4.23,"1,340,437.54","2,902,203.05",70%
Kuwait,Branch_9,SME Loan,"7,978.00","2,390,352.26","481,928.65","1,211,238.76","408,643.42",4.90,"8,126.30",681.23,1.37,885.33,4.55,1.96,"2,101,810.83","296,667.73",12%
Qatar,Branch_4,Wealth Management,"5,790.00","1,450,073.94","724,419.26","31,566.37","280,064.34",5.45,"455,863.77",447.98,7.95,"1,095.74",2.01,0.95,"1,036,049.97","869,887.74",60%
Qatar,Branch_9,Home Loan,"7,927.00","2,047,216.73","396,280.23","209,239.24","472,083.04",4.49,"28,997.87",458.12,4.69,"1,221.20",4.60,4.33,"1,077,602.51","998,612.09",49%
UAE,Branch_5,SME Loan,"5,529.00","647,790.63","221,147.31","430,435.47","455,021.37",4.33,"183,639.70",752.36,6.47,"1,024.10",3.51,0.94,"1,106,604.15","-275,173.82",-42%
Oman,Branch_5,Personal Loan,"9,176.00","2,061,494.34","760,295.51","709,143.53","244,029.58",2.37,"103,680.05",535.24,9.56,884.18,5.10,2.65,"1,713,468.62","451,705.77",22%
Saudi Arabia,Branch_5,SME Loan,"3,664.00","191,088.89","785,373.23","1,091,281.42","162,545.64",3.11,"370,775.52",503.62,5.66,"1,210.44",2.08,1.37,"2,039,200.29","-1,477,335.88",-773%
Kuwait,Branch_10,Home Loan,"1,489.00","6,309,858.17","923,081.51","601,808.98","302,826.05",4.75,"353,885.14",819.80,8.24,872.69,3.57,4.67,"1,827,716.54","4,836,026.77",77%
Oman,Branch_5,Personal Loan,"7,374.00","3,232,116.53","379,284.28","566,843.95","339,069.40",1.58,"403,304.98",307.28,3.73,"1,466.49",2.05,0.98,"1,285,197.63","2,350,223.88",73%
Qatar,Branch_7,Auto Loan,924.00,"9,734,132.64","508,720.48","1,741,311.70","251,685.77",4.39,"308,787.34",588.73,7.43,884.76,2.43,1.03,"2,501,717.95","7,541,202.03",77%
Bahrain,Branch_1,Personal Loan,"2,365.00","2,017,798.80","366,312.80","307,200.27","412,030.19",4.95,"296,234.93",726.29,1.89,612.42,5.16,3.66,"1,085,543.26","1,228,490.47",61%
Saudi Arabia,Branch_10,SME Loan,"1,036.00","3,523,702.85","260,796.41","1,001,011.06","95,747.62",3.01,"204,148.25",704.89,9.04,780.27,4.44,1.43,"1,357,555.09","2,370,296.01",67%
UAE,Branch_7,SME Loan,"6,502.00","3,642,627.47","752,277.80","1,906,592.94","170,533.86",1.84,"318,542.99",502.17,2.80,836.99,4.64,1.10,"2,829,404.60","1,131,765.86",31%
Oman,Branch_7,Credit Card,"3,945.00","183,669.81","342,953.59","1,257,526.23","344,756.30",5.19,"58,487.59",594.61,3.72,568.53,1.34,1.26,"1,945,236.12","-1,703,078.72",-927%
Oman,Branch_5,Auto Loan,"1,896.00","8,408,158.74","431,008.69","1,440,066.85","127,108.51",2.14,"342,571.91",303.07,9.62,406.37,4.64,3.18,"1,998,184.05","6,752,546.60",80%
Kuwait,Branch_3,Home Loan,"8,345.00","416,745.16","406,655.29","873,849.24","222,723.15",3.17,"52,844.98",594.16,2.40,760.80,3.46,1.50,"1,503,227.68","-1,033,637.54",-248%
Saudi Arabia,Branch_7,Home Loan,"7,314.00","9,407,780.36","714,097.92","59,465.69","482,048.11",4.68,"431,008.21",624.72,3.29,"1,366.14",3.30,2.20,"1,255,611.72","8,583,176.85",91%
Bahrain,Branch_5,Home Loan,826.00,"8,931,536.08","918,206.65","1,299,338.13","314,808.61",5.18,"253,335.72",781.14,6.22,532.19,3.06,4.32,"2,532,353.39","6,652,518.41",74%
Oman,Branch_4,Credit Card,"2,836.00","5,401,666.97","668,422.28","1,271,210.08","474,783.33",5.38,"265,648.10",415.91,9.83,670.36,5.26,1.29,"2,414,415.69","3,252,899.38",60%
Qatar,Branch_9,Home Loan,"2,013.00","5,481,596.19","474,224.68","238,646.72","362,608.49",3.89,"292,843.94",753.83,7.22,"1,185.04",1.89,4.22,"1,075,479.89","4,698,960.24",86%
Saudi Arabia,Branch_4,Personal Loan,"9,888.00","6,572,401.44","780,309.09","935,076.23","363,710.05",3.64,"388,250.20",694.94,2.03,306.96,5.07,3.99,"2,079,095.37","4,881,556.27",74%
Oman,Branch_5,Auto Loan,"7,757.00","3,931,795.12","642,766.47","1,832,351.31","297,969.30",5.32,"239,756.84",666.32,7.73,"1,272.59",5.64,4.24,"2,773,087.08","1,398,464.88",36%
Oman,Branch_6,SME Loan,"2,566.00","6,507,500.61","65,307.31","426,067.97","75,393.25",4.03,"214,366.45",516.91,4.84,"1,136.36",1.84,2.06,"566,768.53","6,155,098.53",95%
Qatar,Branch_6,Wealth Management,"9,141.00","543,207.05","100,185.27","932,975.53","262,258.57",4.10,"144,878.39",502.09,9.93,914.69,6.00,2.63,"1,295,419.37","-607,333.93",-112%
Qatar,Branch_2,Home Loan,"7,412.00","635,071.51","42,727.36","932,984.31","130,069.77",3.45,"64,891.64",686.79,6.66,472.32,5.95,3.68,"1,105,781.44","-405,818.29",-64%
Oman,Branch_3,Auto Loan,"8,294.00","4,626,581.15","459,532.24","1,625,307.71","499,342.91",3.18,"95,980.93",844.62,5.79,320.48,4.11,0.67,"2,584,182.86","2,138,379.22",46%
Oman,Branch_8,SME Loan,"8,006.00","5,541,260.78","826,724.17","1,652,660.22","137,146.16",3.66,"1,263.39",522.94,6.02,501.23,2.34,3.49,"2,616,530.55","2,925,993.62",53%
Qatar,Branch_9,SME Loan,"4,976.00","8,889,394.64","316,517.75","1,523,353.45","119,189.49",3.14,"434,841.40",805.23,6.77,"1,189.94",3.15,1.04,"1,959,060.69","7,365,175.35",83%
Oman,Branch_6,Personal Loan,"7,387.00","1,136,140.28","387,239.38","743,599.24","313,822.16",3.05,"382,714.24",622.60,7.59,"1,413.54",1.85,1.80,"1,444,660.78","74,193.74",7%
Qatar,Branch_1,Personal Loan,992.00,"8,244,214.48","909,929.72","162,633.11","257,919.66",5.97,"110,122.53",777.49,1.70,"1,159.25",1.60,4.14,"1,330,482.49","7,023,854.52",85%
Bahrain,Branch_2,SME Loan,"4,775.00","2,179,468.64","837,718.93","711,976.29","15,569.69",3.01,"2,192.66",419.45,2.18,885.90,4.52,3.36,"1,565,264.91","616,396.39",28%
Qatar,Branch_3,Home Loan,"2,033.00","4,001,428.12","666,722.87","1,365,986.58","69,118.92",2.65,"246,566.04",719.23,3.70,"1,435.89",3.90,3.30,"2,101,828.37","2,146,165.79",54%
Kuwait,Branch_2,Wealth Management,"1,480.00","3,234,364.10","270,469.76","1,411,438.22","406,466.26",3.09,"206,874.03",759.22,5.30,"1,277.14",3.82,1.52,"2,088,374.24","1,352,863.89",42%
Bahrain,Branch_5,Credit Card,"1,390.00","4,061,537.20","121,456.28","1,930,700.41","244,427.52",4.16,"388,227.30",757.69,3.80,"1,052.59",2.24,3.51,"2,296,584.21","2,153,180.29",53%
Bahrain,Branch_10,Credit Card,"1,740.00","1,589,905.43","20,978.53","918,209.64","77,277.53",5.60,"202,044.86",731.59,2.92,249.28,2.17,1.09,"1,016,465.70","775,484.59",49%
UAE,Branch_6,Home Loan,"7,590.00","5,085,343.74","111,475.62","1,272,222.45","235,295.07",5.05,"432,192.29",467.31,9.33,574.05,5.95,4.84,"1,618,993.14","3,898,542.89",77%
Qatar,Branch_4,SME Loan,"9,279.00","8,036,261.64","296,133.46","1,087,597.92","130,308.80",5.29,"48,823.28",587.07,1.29,600.67,4.14,1.64,"1,514,040.18","6,571,044.74",82%
Saudi Arabia,Branch_10,Home Loan,"1,318.00","4,471,186.70","554,031.11","318,224.75","115,677.77",5.37,"183,563.19",464.84,9.45,651.42,5.10,4.22,"987,933.63","3,666,816.26",82%
Bahrain,Branch_1,Credit Card,"5,116.00","4,957,074.40","68,680.08","933,180.89","479,074.01",5.64,"467,036.51",488.63,9.17,706.20,2.89,4.64,"1,480,934.98","3,943,175.93",80%
UAE,Branch_10,SME Loan,"6,981.00","8,502,799.09","140,546.64","1,098,773.61","184,202.14",2.56,"6,853.08",465.67,7.15,"1,421.18",5.22,1.27,"1,423,522.39","7,086,129.78",83%
Saudi Arabia,Branch_7,Wealth Management,"9,647.00","7,089,975.33","185,175.30","1,902,484.22","27,983.40",3.56,"196,003.92",456.32,1.29,"1,164.43",4.61,0.54,"2,115,642.92","5,170,336.33",73%
Oman,Branch_8,Wealth Management,"9,852.00","4,955,498.64","633,822.18","745,747.33","485,311.70",3.23,"130,591.93",681.38,3.03,"1,099.52",2.75,4.43,"1,864,881.21","3,221,209.36",65%
Saudi Arabia,Branch_4,Personal Loan,"9,710.00","2,651,186.92","617,710.85","1,960,596.22","398,445.59",3.22,"266,398.50",657.65,9.81,754.47,4.59,3.94,"2,976,752.66","-59,167.24",-2%
Bahrain,Branch_9,Personal Loan,"1,054.00","8,860,774.79","553,011.90","1,093,754.15","130,934.59",4.44,"140,104.63",412.35,9.15,638.81,5.63,1.19,"1,777,700.64","7,223,178.78",82%
Oman,Branch_4,Credit Card,"9,275.00","5,812,501.98","254,248.92","500,089.10","207,401.46",3.31,"435,084.11",680.34,9.68,355.45,2.07,4.24,"961,739.48","5,285,846.61",91%
Saudi Arabia,Branch_3,Personal Loan,"7,391.00","2,289,361.34","374,264.09","399,495.49","431,833.34",4.27,"468,631.99",460.09,9.97,789.54,3.74,4.15,"1,205,592.92","1,552,400.41",68%
Oman,Branch_1,Home Loan,"1,074.00","2,764,285.55","101,206.27","300,555.94","181,919.69",3.22,"424,718.01",410.95,1.57,466.95,5.83,2.58,"583,681.90","2,605,321.66",94%
Oman,Branch_2,Auto Loan,"4,233.00","8,051,017.58","230,328.30","916,807.08","285,865.00",2.90,"199,885.35",710.99,6.14,708.31,5.11,4.76,"1,433,000.38","6,817,902.55",85%
Qatar,Branch_2,Wealth Management,"5,470.00","537,041.06","898,216.70","63,414.33","269,754.15",3.09,"494,976.95",499.58,8.51,403.31,4.10,3.12,"1,231,385.18","-199,367.17",-37%
Qatar,Branch_2,Auto Loan,"4,072.00","9,921,712.65","979,793.29","901,189.66","203,640.80",5.12,"367,783.12",613.14,3.88,647.19,1.35,2.49,"2,084,623.75","8,204,872.02",83%
Saudi Arabia,Branch_8,Wealth Management,"5,395.00","1,390,481.63","649,421.29","1,977,041.29","321,553.44",4.20,"178,448.86",410.07,4.92,255.87,3.03,0.56,"2,948,016.02","-1,379,085.53",-99%
Qatar,Branch_2,Personal Loan,"9,205.00","7,981,078.40","917,239.18","1,346,811.46","239,278.91",5.88,"47,752.72",637.53,3.55,207.83,4.25,4.79,"2,503,329.55","5,525,501.57",69%
Qatar,Branch_1,Home Loan,"8,328.00","4,008,275.64","644,528.19","1,524,376.52","15,509.09",5.25,"333,856.16",414.40,1.34,"1,330.88",3.05,1.08,"2,184,413.80","2,157,718.00",54%
Oman,Branch_5,Personal Loan,"3,120.00","4,972,940.21","38,030.50","255,630.67","408,119.64",3.69,"364,555.15",391.78,1.65,"1,033.64",5.99,1.83,"701,780.81","4,635,714.55",93%
Oman,Branch_6,Personal Loan,"9,087.00","8,818,440.72","996,778.77","956,739.71","61,012.11",2.59,"62,107.11",512.59,1.19,963.97,4.77,3.78,"2,014,530.59","6,866,017.24",78%
Bahrain,Branch_10,Wealth Management,"4,136.00","4,187,820.78","103,457.54","586,721.74","234,724.52",4.53,"275,318.44",734.53,5.75,867.93,1.94,0.52,"924,903.80","3,538,235.42",84%
UAE,Branch_3,SME Loan,"5,168.00","5,421,188.16","684,228.59","1,790,313.11","292,050.89",4.77,"493,556.90",397.09,6.57,"1,144.75",3.45,2.94,"2,766,592.59","3,148,152.47",58%
Saudi Arabia,Branch_6,Home Loan,"5,333.00","588,066.66","256,572.02","378,959.09","354,225.50",3.59,"163,794.81",364.36,3.77,"1,157.02",2.92,1.22,"989,756.61","-237,895.14",-40%
Qatar,Branch_5,Wealth Management,"9,616.00","123,239.99","395,021.21","928,291.99","208,344.28",2.53,"151,645.62",317.41,8.44,"1,415.83",3.97,0.60,"1,531,657.48","-1,256,771.87",-1020%
Kuwait,Branch_6,Credit Card,417.00,"2,523,518.74","647,704.51","1,184,334.48","369,096.50",4.01,"451,747.78",528.78,8.99,517.73,3.23,3.39,"2,201,135.49","774,131.03",31%
